product_id,key,content
87608,warranty_information,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. 
87608,cam_ht_video,"5.3K60/50 ips, 4K120/100 ips, 2.7K240/200 ips, 1080p240/200 ips <br>Tỷ lệ khung hình 16:9, 9:16, 4:3, 8:7"
87608,cam_ht_chong_rung,HyperSmooth 6.0 với AutoBoost
87608,cam_ht_man_hinh,"Màn hình cảm ứng phía sau 2.27 inch <br> Màn hình phía trước 1,4 inch để hiển thị xem trước hoặc trạng thái"
87608,cam_ht_pin,Pin tích hợp cho phép sử dụng lên đến 5 giờ
87608,cam_ht_tinh_nang,"Định dạng video MP4 H.265 (HEVC)<br>Vòng lặp video<br>Chế độ webcam<br>Phát trực tiếp 1080p<br>Trích xuất hình ảnh bằng ứng dụng<br>QuikCapture<br>Protune<br>TimeWarp 3.0 5.3K<br>Ảnh tua nhanh thời gian (27MP) và Video tua nhanh thời gian (5,3K)"
87608,included_accessories,"Camera GoPro Hero 13, cáp sạc, sách hướng dẫn, bộ mount"
87608,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
87608,product_condition,Mới
87608,loaisp,Chính hãng
87608,key_selling_points,"<ul><li>Gopro 13 c&oacute; khả năng quay video 5.3K v&agrave; chụp ảnh 27MP, n&oacute; mang lại h&igrave;nh ảnh sắc n&eacute;t v&agrave; chất lượng cao.</li><li>C&ocirc;ng nghệ HyperSmooth 6.0 gi&uacute;p ổn định h&igrave;nh ảnh tối ưu, ngay cả trong những điều kiện vận động mạnh.</li><li>M&agrave;n h&igrave;nh cảm ứng trước v&agrave; sau gi&uacute;p người d&ugrave;ng dễ d&agrave;ng điều chỉnh v&agrave; xem lại c&aacute;c cảnh quay.</li><li>Camera GoPro Hero 13 c&ograve;n được trang bị khả năng chống nước l&ecirc;n đến 10m m&agrave; kh&ocirc;ng cần vỏ bảo vệ, l&yacute; tưởng cho c&aacute;c cuộc phi&ecirc;u lưu ngo&agrave;i trời.</li></ul>"
87608,review_count,0
87608,review_rating,0
97684,warranty_information,"Bảo hành 12 tháng chính hãng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất "
97684,cam_ht_video,Video toàn cảnh: 8K@24/25/30/48/50fps; 6K@24/25/30/48/50/60fps; 4K@100fps<br>Chế độ Super night: 8K@30fps; 6K@24/25/30fps<br>Ống kính đơn - Video: 5K@25/30fps; 4K@25/30/50/60fps; 2.7K@25/30/50/60fps
97684,cam_ht_chong_rung,Chống rung điện tử EIS RockSteady 3.0 HorizonSteady
97684,cam_ht_man_hinh,Màn hình cảm ứng: 2.0 inch<br>Độ phân giải: 314×556<br>Độ sáng: 800 cd/㎡
97684,cam_ht_pin,Li-ion 1S<br>Dung lượng pin: 1950 mAh<br>Thời gian hoạt động: Lên đến 100 phút 
97684,cam_ht_tinh_nang,Sử dụng ở độ sâu lên đến 10 mét dưới nước
97684,included_accessories,"1 x Camera, 1 x Nắp bảo vệ camera, 1 x Khăn lau kính, 1 x Túi bảo vệ, 1 x Pin Extreme Osmo, 1 x Cáp USB-C to USB-C PD, 1 x Ngằm tháo lắp nhanh, 1 x Hộp đựng pin, Gậy selfie, 1 x Sách hướng dẫn sử dụng"
97684,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
97684,product_condition,Mới
97684,loaisp,Chính hãng
97684,key_selling_points,"<ul><li>Cảm biến 1 inch với h&igrave;nh ảnh 360&deg; với độ ph&acirc;n giải l&ecirc;n đến 120 MP, mang lại chi tiết sắc n&eacute;t v&agrave; m&agrave;u sắc ch&acirc;n thực</li><li>Quay video 4K/120fps với g&oacute;c nh&igrave;n si&ecirc;u rộng 170&deg;, ho&agrave;n hảo cho h&agrave;nh động tốc độ cao v&agrave; cảnh quan ngoạn mục</li><li>Quay video 360&deg; 8K với m&agrave;u sắc 10-bit, cung cấp chất lượng điện ảnh ấn tượng</li><li>Kết nối Micro OsmoAudio đảm bảo &acirc;m thanh r&otilde; r&agrave;ng trong mọi m&ocirc;i trường, n&acirc;ng cao trải nghiệm ghi h&igrave;nh</li><li>Thiết kế nhỏ gọn, cơ chế th&aacute;o lắp nam ch&acirc;m tiện lợi, dễ d&agrave;ng mang theo v&agrave; sử dụng</li></ul>"
97684,review_count,0
97684,review_rating,0
104126,warranty_information,1 đổi 1 trong vòng 12 tháng nếu sản phẩm lỗi do nhà sản xuất.
104126,included_accessories,"1 x Camera, 1 x Sách hướng dẫn sử dụng"
104126,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
104126,product_condition,Mới
104126,loaisp,Chính hãng
104126,key_selling_points,"<ul><li>Camera k&eacute;p với độ r&otilde; n&eacute;t 4K UHD mang đến h&igrave;nh ảnh sắc n&eacute;t v&agrave; chi tiết, l&yacute; tưởng cho việc gi&aacute;m s&aacute;t ng&ocirc;i nh&agrave;</li><li>Kết hợp camera g&oacute;c rộng 4K v&agrave; camera tele 2K với zoom lai 8x, dễ d&agrave;ng theo d&otilde;i mọi chi tiết</li><li>Xoay ngang v&agrave; nghi&ecirc;ng 360&deg; gi&uacute;p gi&aacute;m s&aacute;t to&agrave;n bộ kh&ocirc;ng gian m&agrave; kh&ocirc;ng c&oacute; điểm m&ugrave;, ph&ugrave; hợp cho th&uacute; cưng</li><li>Cảm biến f/1.6 v&agrave; 8 đ&egrave;n hồng ngoại cho ph&eacute;p nh&igrave;n r&otilde; khu&ocirc;n mặt ở khoảng c&aacute;ch 32 ft trong điều kiện &aacute;nh s&aacute;ng yếu</li><li>T&iacute;nh năng theo d&otilde;i AI tự động nhận diện v&agrave; theo d&otilde;i th&agrave;nh vi&ecirc;n gia đ&igrave;nh hoặc th&uacute; cưng trong ph&ograve;ng</li></ul>"
104126,review_count,0
104126,review_rating,0
97381,warranty_information,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX."
97381,included_accessories,"1 x Camera Ezviz C6N Pro, 1 x Bộ chuyển đổi nguồn, 1 x Cáp nguồn, 1 x  Tấm mẫu khoan, 1 x Tấm gắn thiết bị, 1 x Bộ vít EZVIZ, 1 x Sách hướng dẫn sử dụng"
97381,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
97381,product_condition,Mới
97381,loaisp,Chính hãng
97381,key_selling_points,"<ul><li>Camera Ezviz C6N Pro 2K, quan s&aacute;t to&agrave;n cảnh 360 độ, chế độ tuần tra t&ugrave;y chỉnh, kh&ocirc;ng bỏ s&oacute;t g&oacute;c n&agrave;o</li><li>Ph&aacute;t hiện chuyển động người, &acirc;m thanh bất thường, th&ocirc;ng b&aacute;o kịp thời đến điện thoại</li><li>N&uacute;t gọi khẩn cấp tr&ecirc;n Ezviz C6N Pro, li&ecirc;n lạc với gia đ&igrave;nh dễ d&agrave;ng trong trường hợp cần thiết</li><li>Ghi h&igrave;nh m&agrave;u ban đ&ecirc;m, theo d&otilde;i tự động, bảo vệ an ninh 24/7</li><li>Chế độ ngủ bảo vệ sự ri&ecirc;ng tư, an t&acirc;m sử dụng cho gia đ&igrave;nh</li></ul>"
97381,review_count,9
97381,review_rating,4.7
108848,warranty_information,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. 
108848,included_accessories,"Bộ HUD, Áp suất lốp trong/ngoài, bộ đi dây, dây nguồn, Giá đỡ nam châm, sách hướng dẫn sử dụng"
108848,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
108848,product_condition,Mới
108848,loaisp,Chính hãng
108848,key_selling_points,"<ul><li>M&agrave;n h&igrave;nh hiển thị th&ocirc;ng tin l&ecirc;n k&iacute;nh l&aacute;i xe cung cấp th&ocirc;ng tin dữ liệu giao th&ocirc;ng, hướng dẫn chỉ đường chi tiết</li><li>Theo d&otilde;i v&agrave; hiển thị th&ocirc;ng tin nhiệt độ v&agrave; &aacute;p suất lốp xe, cảnh b&aacute;o hỗ trợ an to&agrave;n</li><li>Sử dụng th&ocirc;ng tin tốc độ thực tế lấy từ giao thức OBDII để cảnh b&aacute;o vượt qu&aacute; tốc độ</li><li>T&iacute;ch hợp loa ngo&agrave;i để cảnh b&aacute;o bằng giọng n&oacute;i</li><li>Tương th&iacute;ch kết nối thiết bị di động, cho ph&eacute;p đồng bộ danh bạ v&agrave; hiển thị th&ocirc;ng tin cuộc gọi đến</li></ul>"
108848,review_count,0
108848,review_rating,0
88026,warranty_information,Bảo hành 12 tháng. Đổi mới 1 lần nếu thiết bị đầu DVD Android bị lỗi phần cứng
88026,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
88026,product_condition,Mới
88026,loaisp,Chính hãng
88026,review_count,3
88026,review_rating,5
78144,warranty_information,"Bảo hành 12 tháng chính hãng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất "
78144,cam_ht_video,"360°: 8K: 7680 x 3840 ở tốc độ 30/25/24 khung hình/giây<br>5,7K+: 5760 x 2880 ở tốc độ 30/25/24 khung hình/giây<br>5,7K: 5760 x 2880 ở tốc độ 60/50/30/25/24 khung hình/giây<br>4K: 3840 x 1920 ở 100/60/50/30/25/24 khung hình / giây"
78144,cam_ht_man_hinh,"Màn hình cảm ứng 2,5 inch<br>kính cường lực Corning Gorilla Glass"
78144,cam_ht_tinh_nang,Khẩu độ F1.9<br>Thấm nước tới 10m<br>Âm thanh: Giảm gió tự động - Giảm gió chủ động - Âm thanh nổi - Lấy nét theo hướng<br>Độ phơi sáng ±4EV<br>Chống rung FlowState và khóa chân trời 360°
78144,included_accessories,"1 x Insta360 X4, 1 x Cáp sạc USB-C, 2 x Nắp bảo vệ ống kính, 1 x Sách hướng dẫn sử dụng"
78144,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
78144,product_condition,Mới
78144,loaisp,Chính hãng
78144,key_selling_points,"<ul><li>Chụp 360&deg; trong 8K đắm ch&igrave;m trong thế giới r&otilde; r&agrave;ng đến kh&oacute; tin với chất lượng h&igrave;nh ảnh 8K,từng chi tiết sống động</li><li>Insta 360X4 mang đến trải nghiệm h&igrave;nh ảnh mượt m&agrave; hơn, sắc n&eacute;t hơn trong mọi khung h&igrave;nh với mức tăng cường l&ecirc;n 60 khung h&igrave;nh/gi&acirc;y</li><li>Chọn những g&oacute;c đẹp nhất sau khi quay với c&ocirc;ng cụ cắt ảnh được hỗ trợ bởi AI, kh&ocirc;ng bao giờ bỏ lỡ khoảnh khắc</li><li>Quay phim với chế độ video HDR cải tiến tr&ecirc;n Insta 360 X4 gi&uacute;p l&agrave;m nổi bật chi tiết, mang lại độ ổn định tuyệt vời nhất</li><li>Ổn định FlowState mang lại video mượt m&agrave;, chất lượng cao cho d&ugrave; cuộc phi&ecirc;u lưu của bạn c&oacute; căng thẳng đến đ&acirc;u</li></ul>"
78144,review_count,5
78144,review_rating,5
117055,warranty_information,"Bảo hành 12 tháng chính hãng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất."
117055,cam_ht_video,4K 30fps / 2.7K 30fps/ 1080p 60fps/ 1080p 30fps/ 720p 120fps/ 720p 60fps/ 720p 30fps
117055,cam_ht_chong_rung,6-axis EIS4.0
117055,cam_ht_man_hinh,Kích thước: 1.22 inch<br>Dual Screens
117055,cam_ht_pin,Dung lượng Pin: 1350mAh
117055,cam_ht_tinh_nang,"Chống nước, bụi chuẩn IPX8<br>Chống nước đến 40m (Có vỏ chống nước), 10m (Không có vỏ chống nước)<br>Điều khiển từ xa tiện lợi<br>Điều khiển giọng nói<br>One-Click Quick Shots"
117055,included_accessories,"Camera, Đế gắn nhanh, Ngàm gắn máy ảnh, Ngàm chuyển đổi gắn tripod, 3 × Khớp nối gắn phụ kiện, 2 x Ngàm gắn, Giá đỡ xe đạp, Remote, Dây đeo Remote, 2 x Pin, Đế sạc, Cáp USB, Miếng dán 2 mặt, Dây chống rơi, Dụng cụ tháo lắp, Khung bảo vệ máy ảnh, Khăn lau "
117055,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
117055,product_condition,Mới
117055,loaisp,Chính hãng
117055,key_selling_points,"<ul><li>Video 4K60fps &amp; 20MP ảnh ghi lại mọi cuộc phi&ecirc;u lưu với độ chi tiết v&agrave; r&otilde; r&agrave;ng tuyệt vời</li><li>M&agrave;n h&igrave;nh đ&ocirc;i tiện lợi, chuyển đổi dễ d&agrave;ng giữa chế độ xem trước độ ph&acirc;n giải cao v&agrave; chế độ selfie</li><li>Chống nước IPX8, an to&agrave;n khi sử dụng dưới nước l&ecirc;n đến 40m, l&yacute; tưởng cho c&aacute;c hoạt động thể thao</li><li>Giảm rung EIS 4.0, c&ocirc;ng nghệ chống rung ti&ecirc;n tiến đảm bảo video mượt m&agrave;, ngay cả trong điều kiện gập ghềnh</li><li>T&iacute;ch hợp điều khiển bằng giọng n&oacute;i, điều khiển từ xa v&agrave; ứng dụng AKASO GO cho ph&eacute;p dễ d&agrave;ng ghi h&igrave;nh v&agrave; chia sẻ nội dung</li></ul>"
117055,review_count,0
117055,review_rating,0
97791,warranty_information,1 đổi 1 trong vòng 12 tháng nếu sản phẩm lỗi do nhà sản xuất.
97791,included_accessories,"1 x Camera, 1 x Sách hướng dẫn sử dụng"
97791,product_state,"Mới, đầy đủ phụ kiện từ nhà sản xuất"
97791,product_condition,Mới
97791,loaisp,Chính hãng
